,Time,FRET,Error,Enzyme,Replicate,RNA
335,855.1141053,0.004379366,0,1.00E-05,1,1.00E-07
336,855.1141053,0.042527849,0,1.00E-05,1,1.00E-07
337,977.2732632,0.033194171,0,1.00E-05,1,1.00E-07
338,977.2732632,0.025191947,0,1.00E-05,1,1.00E-07
339,977.2732632,0.004640437,0,1.00E-05,1,1.00E-07
340,977.2732632,0.043400991,0,1.00E-05,1,1.00E-07
341,1099.432421,0.046538712,0,1.00E-05,1,1.00E-07
342,1099.432421,0.04217946,0,1.00E-05,1,1.00E-07
343,1099.432421,0.003469936,0,1.00E-05,1,1.00E-07
344,1099.432421,0.043330557,0,1.00E-05,1,1.00E-07
345,1221.591579,0.04112607,0,1.00E-05,1,1.00E-07
346,1221.591579,0.030690895,0,1.00E-05,1,1.00E-07
347,1221.591579,0.04264274,0,1.00E-05,1,1.00E-07
348,1221.591579,0.060706352,0,1.00E-05,1,1.00E-07
349,1343.750737,0.052716221,0,1.00E-05,1,1.00E-07
350,1343.750737,0.044576104,0,1.00E-05,1,1.00E-07
351,1343.750737,0.041457674,0,1.00E-05,1,1.00E-07
352,1343.750737,0.0411857,0,1.00E-05,1,1.00E-07
353,1465.909895,0.056165625,0,1.00E-05,1,1.00E-07
354,1465.909895,0.025842992,0,1.00E-05,1,1.00E-07
355,1465.909895,0.028237457,0,1.00E-05,1,1.00E-07
356,1465.909895,0.070866424,0,1.00E-05,1,1.00E-07
357,1588.069053,0.04942943,0,1.00E-05,1,1.00E-07
358,1588.069053,0.018635019,0,1.00E-05,1,1.00E-07
359,1588.069053,0.005854019,0,1.00E-05,1,1.00E-07
360,1588.069053,0.071184205,0,1.00E-05,1,1.00E-07
361,1710.228211,0.038021103,0,1.00E-05,1,1.00E-07
362,1710.228211,0.00675679,0,1.00E-05,1,1.00E-07
363,1710.228211,0.018191514,0,1.00E-05,1,1.00E-07
364,1710.228211,0.041520683,0,1.00E-05,1,1.00E-07
365,1832.387368,0.032643652,0,1.00E-05,1,1.00E-07
366,1832.387368,0,0,1.00E-05,1,1.00E-07
367,1832.387368,0.019426765,0,1.00E-05,1,1.00E-07
368,1832.387368,0.033125162,0,1.00E-05,1,1.00E-07
